ID,Needstates,Day#Daypart,NeedstateGroup
738140,Socializing with friends,Weekends,Socializing
738196,Drinking coffee,Before 9 AM,Drinking beverages
738196,Drinking coffee,Overall,Drinking beverages
738196,Drinking coffee,Weekdays,Drinking beverages
738196,Drinking coffee,Weekends,Drinking beverages
738196,Socializing with colleagues,Before 9 AM,Socializing
738196,Socializing with colleagues,Overall,Socializing
738196,Socializing with colleagues,Weekdays,Socializing
738196,Socializing with colleagues,Weekends,Socializing
738196,Socializing with friends,Before 9 AM,Socializing
738196,Socializing with friends,Overall,Socializing
738196,Socializing with friends,Weekdays,Socializing
738196,Socializing with friends,Weekends,Socializing
738212,Drinking coffee,2 PM - before 5 PM,Drinking beverages
738212,Drinking coffee,Overall,Drinking beverages
738212,Drinking coffee,Weekends,Drinking beverages
738212,Drinking tea,2 PM - before 5 PM,Drinking beverages
738212,Drinking tea,Overall,Drinking beverages
738212,Drinking tea,Weekends,Drinking beverages
738212,Socializing with friends,2 PM - before 5 PM,Socializing
738212,Socializing with friends,Overall,Socializing
738212,Socializing with friends,Weekends,Socializing
738215,Drinking coffee,Before 9 AM,Drinking beverages
738215,Drinking coffee,Overall,Drinking beverages
738215,Drinking coffee,Weekdays,Drinking beverages
738215,Drinking coffee,Weekends,Drinking beverages
738215,Drinking tea,Before 9 AM,Drinking beverages
738215,Drinking tea,Overall,Drinking beverages
738215,Drinking tea,Weekdays,Drinking beverages
738215,Drinking tea,Weekends,Drinking beverages
738215,Relaxing (Alone),Before 9 AM,Relaxing & entertainment
738215,Relaxing (Alone),Overall,Relaxing & entertainment
738215,Relaxing (Alone),Weekdays,Relaxing & entertainment
738215,Relaxing (Alone),Weekends,Relaxing & entertainment
738215,Socializing with family / relatives,Before 9 AM,Socializing
738215,Socializing with family / relatives,Overall,Socializing
738215,Socializing with family / relatives,Weekdays,Socializing
738215,Socializing with family / relatives,Weekends,Socializing
738215,Socializing with friends,Before 9 AM,Socializing
738215,Socializing with friends,Overall,Socializing
738215,Socializing with friends,Weekdays,Socializing
738215,Socializing with friends,Weekends,Socializing
738225,Drinking coffee,5 PM - before 9 PM,Drinking beverages
738225,Drinking coffee,9 AM - before 11 AM,Drinking beverages
738225,Drinking coffee,Overall,Drinking beverages
738225,Drinking coffee,Weekends,Drinking beverages
738225,Socializing with friends,5 PM - before 9 PM,Socializing
738225,Socializing with friends,9 AM - before 11 AM,Socializing
738225,Socializing with friends,Overall,Socializing
738225,Socializing with friends,Weekends,Socializing
738244,Drinking coffee,11 AM - before 2 PM,Drinking beverages
738244,Drinking coffee,5 PM - before 9 PM,Drinking beverages
738244,Drinking coffee,9 AM - before 11 AM,Drinking beverages
738244,Drinking coffee,Overall,Drinking beverages
738244,Drinking coffee,Weekdays,Drinking beverages
738244,Drinking coffee,Weekends,Drinking beverages
738244,Socializing with colleagues,11 AM - before 2 PM,Socializing
738244,Socializing with colleagues,9 AM - before 11 AM,Socializing
738244,Socializing with colleagues,Overall,Socializing
738244,Socializing with colleagues,Weekdays,Socializing
738244,Socializing with colleagues,Weekends,Socializing
738244,Socializing with family / relatives,5 PM - before 9 PM,Socializing
738244,Socializing with family / relatives,Overall,Socializing
738244,Socializing with family / relatives,Weekends,Socializing
738244,Socializing with friends,11 AM - before 2 PM,Socializing
738244,Socializing with friends,9 AM - before 11 AM,Socializing
738244,Socializing with friends,Overall,Socializing
738244,Socializing with friends,Weekdays,Socializing
738244,Socializing with friends,Weekends,Socializing
738307,Drinking coffee,5 PM - before 9 PM,Drinking beverages
738307,Drinking coffee,9 PM or later,Drinking beverages
738307,Drinking coffee,Overall,Drinking beverages
738307,Drinking coffee,Weekdays,Drinking beverages
738307,Drinking coffee,Weekends,Drinking beverages
738307,"Enterntainment (watching movies. Playing games, browsing web,…)",5 PM - before 9 PM,Relaxing & entertainment
738307,"Enterntainment (watching movies. Playing games, browsing web,…)",9 PM or later,Relaxing & entertainment
738307,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
738307,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekdays,Relaxing & entertainment
738307,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekends,Relaxing & entertainment
738307,Have snack / pastry,5 PM - before 9 PM,Meals & Snack
738307,Have snack / pastry,9 PM or later,Meals & Snack
738307,Have snack / pastry,Overall,Meals & Snack
738307,Have snack / pastry,Weekdays,Meals & Snack
738307,Have snack / pastry,Weekends,Meals & Snack
738307,Socializing with friends,5 PM - before 9 PM,Socializing
738307,Socializing with friends,9 PM or later,Socializing
738307,Socializing with friends,Overall,Socializing
738307,Socializing with friends,Weekdays,Socializing
738307,Socializing with friends,Weekends,Socializing
738349,Socializing with friends,11 AM - before 2 PM,Socializing
738349,Socializing with friends,Before 9 AM,Socializing
738349,Socializing with friends,Overall,Socializing
738349,Socializing with friends,Weekdays,Socializing
738349,Socializing with friends,Weekends,Socializing
738349,Working / Business meeting,11 AM - before 2 PM,Working & business meeting
738349,Working / Business meeting,Before 9 AM,Working & business meeting
738349,Working / Business meeting,Overall,Working & business meeting
738349,Working / Business meeting,Weekdays,Working & business meeting
738349,Working / Business meeting,Weekends,Working & business meeting
738351,"Enterntainment (watching movies. Playing games, browsing web,…)",Before 9 AM,Relaxing & entertainment
738351,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
738351,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekends,Relaxing & entertainment
738351,Socializing with family / relatives,5 PM - before 9 PM,Socializing
738351,Socializing with family / relatives,Before 9 AM,Socializing
738351,Socializing with family / relatives,Overall,Socializing
738351,Socializing with family / relatives,Weekends,Socializing
738417,Drinking coffee,5 PM - before 9 PM,Drinking beverages
738417,Drinking coffee,Before 9 AM,Drinking beverages
738417,Drinking coffee,Overall,Drinking beverages
738417,Drinking coffee,Weekdays,Drinking beverages
738417,Drinking coffee,Weekends,Drinking beverages
738417,Socializing with friends,5 PM - before 9 PM,Socializing
738417,Socializing with friends,Before 9 AM,Socializing
738417,Socializing with friends,Overall,Socializing
738417,Socializing with friends,Weekends,Socializing
738426,Drinking coffee,2 PM - before 5 PM,Drinking beverages
738426,Drinking coffee,5 PM - before 9 PM,Drinking beverages
738426,Drinking coffee,Overall,Drinking beverages
738426,Drinking coffee,Weekdays,Drinking beverages
738426,Drinking coffee,Weekends,Drinking beverages
738426,Drinking ice-blended,2 PM - before 5 PM,Drinking beverages
738426,Drinking ice-blended,5 PM - before 9 PM,Drinking beverages
738426,Drinking ice-blended,9 PM or later,Drinking beverages
738426,Drinking ice-blended,Overall,Drinking beverages
738426,Drinking ice-blended,Weekdays,Drinking beverages
738426,Drinking ice-blended,Weekends,Drinking beverages
738426,Socializing with colleagues,2 PM - before 5 PM,Socializing
738426,Socializing with colleagues,Overall,Socializing
738426,Socializing with colleagues,Weekdays,Socializing
738426,Socializing with family / relatives,5 PM - before 9 PM,Socializing
738426,Socializing with family / relatives,9 PM or later,Socializing
738426,Socializing with family / relatives,Overall,Socializing
738426,Socializing with family / relatives,Weekdays,Socializing
738426,Socializing with family / relatives,Weekends,Socializing
738426,Socializing with friends,5 PM - before 9 PM,Socializing
738426,Socializing with friends,9 PM or later,Socializing
738426,Socializing with friends,Overall,Socializing
738426,Socializing with friends,Weekdays,Socializing
738426,Socializing with friends,Weekends,Socializing
738432,Drinking coffee,Before 9 AM,Drinking beverages
738432,Drinking coffee,Overall,Drinking beverages
738432,Drinking coffee,Weekdays,Drinking beverages
738432,Drinking coffee,Weekends,Drinking beverages
738435,Drinking coffee,2 PM - before 5 PM,Drinking beverages
738435,Drinking coffee,5 PM - before 9 PM,Drinking beverages
738435,Drinking coffee,9 AM - before 11 AM,Drinking beverages
738435,Drinking coffee,Overall,Drinking beverages
738435,Drinking coffee,Weekdays,Drinking beverages
738435,Drinking coffee,Weekends,Drinking beverages
738435,Drinking ice-blended,2 PM - before 5 PM,Drinking beverages
738435,Drinking ice-blended,5 PM - before 9 PM,Drinking beverages
738435,Drinking ice-blended,9 AM - before 11 AM,Drinking beverages
738435,Drinking ice-blended,Overall,Drinking beverages
738435,Drinking ice-blended,Weekdays,Drinking beverages
738435,Drinking ice-blended,Weekends,Drinking beverages
738435,Drinking tea,2 PM - before 5 PM,Drinking beverages
738435,Drinking tea,5 PM - before 9 PM,Drinking beverages
738435,Drinking tea,9 AM - before 11 AM,Drinking beverages
738435,Drinking tea,Overall,Drinking beverages
738435,Drinking tea,Weekdays,Drinking beverages
738435,Drinking tea,Weekends,Drinking beverages
738435,Socializing with colleagues,2 PM - before 5 PM,Socializing
738435,Socializing with colleagues,9 AM - before 11 AM,Socializing
738435,Socializing with colleagues,Overall,Socializing
738435,Socializing with colleagues,Weekdays,Socializing
738435,Socializing with colleagues,Weekends,Socializing
738435,Socializing with friends,2 PM - before 5 PM,Socializing
738435,Socializing with friends,5 PM - before 9 PM,Socializing
738435,Socializing with friends,Overall,Socializing
738435,Socializing with friends,Weekdays,Socializing
738435,Socializing with friends,Weekends,Socializing
738508,Drinking coffee,5 PM - before 9 PM,Drinking beverages
738508,Drinking coffee,Before 9 AM,Drinking beverages
738508,Drinking coffee,Overall,Drinking beverages
738508,Drinking coffee,Weekdays,Drinking beverages
738508,Drinking coffee,Weekends,Drinking beverages
738508,Relaxing (Alone),5 PM - before 9 PM,Relaxing & entertainment
738508,Relaxing (Alone),Overall,Relaxing & entertainment
738508,Relaxing (Alone),Weekends,Relaxing & entertainment
738508,Socializing with friends,5 PM - before 9 PM,Socializing
738508,Socializing with friends,Overall,Socializing
738508,Socializing with friends,Weekdays,Socializing
738508,Socializing with friends,Weekends,Socializing
738587,Drinking coffee,Before 9 AM,Drinking beverages
738587,Drinking coffee,Overall,Drinking beverages
738587,Drinking coffee,Weekdays,Drinking beverages
738587,Have meals (breakfast / lunch / dinner),Before 9 AM,Meals & Snack
738587,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
738587,Have meals (breakfast / lunch / dinner),Weekdays,Meals & Snack
738587,Socializing with colleagues,9 AM - before 11 AM,Socializing
738587,Socializing with colleagues,Overall,Socializing
738587,Socializing with colleagues,Weekdays,Socializing
738587,Socializing with colleagues,Weekends,Socializing
738587,Socializing with family / relatives,5 PM - before 9 PM,Socializing
738587,Socializing with family / relatives,9 AM - before 11 AM,Socializing
738587,Socializing with family / relatives,Overall,Socializing
738587,Socializing with family / relatives,Weekends,Socializing
738653,Drinking coffee,5 PM - before 9 PM,Drinking beverages
738653,Drinking coffee,Overall,Drinking beverages
738653,Drinking coffee,Weekdays,Drinking beverages
738653,Drinking coffee,Weekends,Drinking beverages
738653,Drinking ice-blended,5 PM - before 9 PM,Drinking beverages
738653,Drinking ice-blended,Overall,Drinking beverages
738653,Drinking ice-blended,Weekdays,Drinking beverages
738653,Drinking ice-blended,Weekends,Drinking beverages
738653,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
738653,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekdays,Relaxing & entertainment
738653,Socializing with family / relatives,5 PM - before 9 PM,Socializing
738653,Socializing with family / relatives,Overall,Socializing
738653,Socializing with family / relatives,Weekends,Socializing
738653,Socializing with friends,5 PM - before 9 PM,Socializing
738653,Socializing with friends,Overall,Socializing
738653,Socializing with friends,Weekends,Socializing
738653,Working / Business meeting,Overall,Working & business meeting
738653,Working / Business meeting,Weekdays,Working & business meeting
738678,Drinking ice-blended,2 PM - before 5 PM,Drinking beverages
738678,Drinking ice-blended,Overall,Drinking beverages
738678,Drinking ice-blended,Weekdays,Drinking beverages
738678,Drinking tea,2 PM - before 5 PM,Drinking beverages
